,match_id,event_id,team_color,possession_id,player_pos,start_loc,end_loc,text,outcome
0,15956,0,m,2,CF,"(59.0, 39.9)","(69.1, 38.0)","Start position: (59.0, 39.9), End Position: (69.1, 38.0) | Time: 00:00:00.857 | Phase: From Kick Off | Event: Pass",
1,15956,1,m,2,CDM,"(69.1, 38.0)","(None, None)","Start position: (69.1, 38.0) | Time: 00:00:01.771 | Phase: From Kick Off | Event: Ball Receipt*",
2,15956,2,m,2,CDM,"(69.1, 38.0)","(67.5, 35.3)","Start position: (69.1, 38.0), End Position: (67.5, 35.3) | Time: 00:00:01.771 | Phase: From Kick Off | Event: Carry",
3,15956,3,m,2,CDM,"(67.5, 35.3)","(68.1, 23.3)","Start position: (67.5, 35.3), End Position: (68.1, 23.3) | Time: 00:00:02.813 | Phase: From Kick Off | Event: Pass",
4,15956,4,m,2,RCM,"(68.1, 23.3)","(None, None)","Start position: (68.1, 23.3) | Time: 00:00:04.080 | Phase: From Kick Off | Event: Ball Receipt*",
5,15956,5,m,2,RCM,"(68.1, 23.3)","(70.4, 19.0)","Start position: (68.1, 23.3), End Position: (70.4, 19.0) | Time: 00:00:04.080 | Phase: From Kick Off | Event: Carry",
6,15956,6,m,2,RCM,"(70.4, 19.0)","(54.7, 4.3)","Start position: (70.4, 19.0), End Position: (54.7, 4.3) | Time: 00:00:05.120 | Phase: From Kick Off | Event: Pass",
7,15956,7,m,2,RB,"(54.7, 4.3)","(None, None)","Start position: (54.7, 4.3) | Time: 00:00:06.558 | Phase: From Kick Off | Event: Ball Receipt*",
8,15956,8,m,2,RB,"(54.7, 4.3)","(54.1, 4.6)","Start position: (54.7, 4.3), End Position: (54.1, 4.6) | Time: 00:00:06.558 | Phase: From Kick Off | Event: Carry",
9,15956,9,m,2,RB,"(54.1, 4.6)","(65.4, 10.8)","Start position: (54.1, 4.6), End Position: (65.4, 10.8) | Time: 00:00:06.865 | Phase: From Kick Off | Event: Pass",
10,15956,10,m,2,RCM,"(65.4, 10.8)","(None, None)","Start position: (65.4, 10.8) | Time: 00:00:07.957 | Phase: From Kick Off | Event: Ball Receipt*",
11,15956,11,m,2,RCM,"(65.4, 10.8)","(64.9, 14.0)","Start position: (65.4, 10.8), End Position: (64.9, 14.0) | Time: 00:00:07.957 | Phase: From Kick Off | Event: Carry",
12,15956,12,m,2,RCM,"(64.9, 14.0)","(73.7, 40.7)","Start position: (64.9, 14.0), End Position: (73.7, 40.7) | Time: 00:00:08.997 | Phase: From Kick Off | Event: Pass",
